val_loss,auc,val_Accuracy,val_CohenKappa,val_F1,val_Recall,val_Precision,epoch,step
0.67626953125,0.6468750238418579,0.5359116196632385,0.015284955501556396,0.37892159819602966,0.5072304010391235,0.5670454502105713,0,362
0.70556640625,0.5849877595901489,0.5359116196632385,0.10921019315719604,0.4848197400569916,0.5571078658103943,0.608776867389679,1,725
0.69775390625,0.6606618165969849,0.530386745929718,0.0,0.3465704023838043,0.5,0.265193372964859,2,1088
0.6484375,0.6762255430221558,0.6408839821815491,0.2657430171966553,0.6243254542350769,0.6304534077644348,0.6492149829864502,3,1451
0.65283203125,0.6878676414489746,0.591160237789154,0.15302890539169312,0.5461507439613342,0.5741421580314636,0.6092451810836792,4,1814
0.6611328125,0.6849877834320068,0.5966851115226746,0.21007955074310303,0.5881876349449158,0.6076593399047852,0.6220477819442749,5,2177
0.697265625,0.7196078300476074,0.5966851115226746,0.15208876132965088,0.504704475402832,0.5726103186607361,0.7019427418708801,6,2540
0.703125,0.7336397171020508,0.5966851115226746,0.2233586311340332,0.5604018568992615,0.6164215803146362,0.6945127248764038,7,2903
0.6044921875,0.7662990093231201,0.6795580387115479,0.37032151222229004,0.6751856803894043,0.6891543865203857,0.706129789352417,8,3266
0.6123046875,0.7415441274642944,0.6685082912445068,0.3236173391342163,0.6556316614151001,0.6591911911964417,0.6774590015411377,9,3629
0.66943359375,0.736764669418335,0.6464088559150696,0.3033437132835388,0.6432619094848633,0.6545343399047852,0.6641072034835815,10,3992
0.70263671875,0.7153186798095703,0.6795580387115479,0.3479503393173218,0.6698741912841797,0.6716299057006836,0.6857427358627319,11,4355
0.64208984375,0.7534313201904297,0.7016574740409851,0.3962194323539734,0.6967610120773315,0.6965073347091675,0.7033866047859192,12,4718
0.66162109375,0.7432597875595093,0.6408839821815491,0.28632086515426636,0.6407085657119751,0.6446078419685364,0.6456789970397949,13,5081
0.837890625,0.7167892456054688,0.591160237789154,0.1577160358428955,0.5588274002075195,0.5768382549285889,0.5995553731918335,14,5444
0.85986328125,0.6846814155578613,0.6243094205856323,0.2598026990890503,0.6209657192230225,0.6323529481887817,0.6405518054962158,15,5807
0.8837890625,0.6790441274642944,0.6353591084480286,0.27291542291641235,0.6353479623794556,0.6373775005340576,0.6372092962265015,16,6170
0.83544921875,0.7111519575119019,0.6685082912445068,0.3390139937400818,0.668498158454895,0.670649528503418,0.6704406142234802,17,6533
1.1611328125,0.6980392336845398,0.6464088559150696,0.30973660945892334,0.6357232332229614,0.6592524647712708,0.6894867420196533,18,6896
