val_loss,auc,val_Accuracy,val_CohenKappa,val_F1,val_Recall,val_Precision,epoch,step
0.67529296875,0.627617597579956,0.5469613075256348,0.002285599708557129,0.3644227385520935,0.5010470747947693,0.5237430334091187,0,362
0.7255859375,0.6189332008361816,0.5082873106002808,0.09239959716796875,0.4158537983894348,0.5505050420761108,0.7397660613059998,1,725
0.6982421875,0.630081295967102,0.5524861812591553,0.01557779312133789,0.37731999158859253,0.5071446299552917,0.6086142063140869,2,1088
0.65283203125,0.660076379776001,0.6243094205856323,0.215651273727417,0.594598114490509,0.6042128801345825,0.6291602849960327,3,1451
0.68505859375,0.6423380374908447,0.5690608024597168,0.07216089963912964,0.4738372266292572,0.5338137745857239,0.5784733891487122,4,1814
0.66455078125,0.672764241695404,0.5690608024597168,0.1569330096244812,0.5668262243270874,0.5809312462806702,0.5850155353546143,5,2177
0.76708984375,0.6690071821212769,0.5856353640556335,0.10081475973129272,0.4718926250934601,0.5468711853027344,0.6528112888336182,6,2540
0.6767578125,0.6872998476028442,0.580110490322113,0.19489645957946777,0.5656731724739075,0.6025499105453491,0.6287105679512024,7,2903
0.7080078125,0.7122443914413452,0.6519337296485901,0.3252263069152832,0.646714448928833,0.6692535281181335,0.6892561912536621,8,3266
0.697265625,0.6967848539352417,0.6132596731185913,0.2554941177368164,0.6030701994895935,0.633899986743927,0.6602299213409424,9,3629
0.69970703125,0.6787385940551758,0.6519337296485901,0.31558728218078613,0.6512523889541626,0.6619241237640381,0.6660141348838806,10,3992
0.80810546875,0.6760286092758179,0.6132596731185913,0.23564189672470093,0.6131533980369568,0.6202882528305054,0.6211838722229004,11,4355
1.017578125,0.6059373617172241,0.5856353640556335,0.1785174012184143,0.5856353640556335,0.5908474922180176,0.5908474922180176,12,4718
0.92333984375,0.6762748956680298,0.6519337296485901,0.3211287260055542,0.6491924524307251,0.6661123037338257,0.6776679754257202,13,5081
