val_loss,auc,val_Accuracy,val_CohenKappa,val_F1,val_Recall,val_Precision,epoch,step
0.681640625,0.6232281923294067,0.5359116196632385,0.054947733879089355,0.476446270942688,0.5270039439201355,0.5463506579399109,0,362
0.65771484375,0.7104716300964355,0.6629834175109863,0.3223469853401184,0.6588177680969238,0.6604349613189697,0.6665397882461548,1,725
0.67626953125,0.7192692756652832,0.5524861812591553,0.08271282911300659,0.436916708946228,0.5403836965560913,0.6767379641532898,2,1088
0.65869140625,0.7132819890975952,0.591160237789154,0.16485852003097534,0.516810953617096,0.5807673335075378,0.6889650821685791,3,1451
0.66796875,0.6662390232086182,0.6132596731185913,0.2249816656112671,0.6123011112213135,0.6123533248901367,0.612849771976471,4,1814
0.63232421875,0.7864736318588257,0.6408839821815491,0.292671263217926,0.6137177348136902,0.6487047672271729,0.7157801389694214,5,2177
0.58544921875,0.8008309006690979,0.6795580387115479,0.3518953323364258,0.6639564633369446,0.6741202473640442,0.7077865600585938,6,2540
0.6357421875,0.7929496765136719,0.6519337296485901,0.31484705209732056,0.6231783628463745,0.6600683927536011,0.7410746812820435,7,2903
0.8388671875,0.7966764569282532,0.6077347993850708,0.2315373420715332,0.5475796461105347,0.6182795763015747,0.7767295837402344,8,3266
0.5830078125,0.7965543270111084,0.7292817831039429,0.45296984910964966,0.7181313037872314,0.7243402004241943,0.7597622871398926,9,3629
0.60888671875,0.8136608600616455,0.6961326003074646,0.3837057948112488,0.6731457710266113,0.6893328428268433,0.7531862854957581,10,3992
0.63232421875,0.8037633895874023,0.7071823477745056,0.40794914960861206,0.6936807632446289,0.701918363571167,0.7384560108184814,11,4355
0.56103515625,0.7949657440185547,0.7016574740409851,0.4028592109680176,0.7014296054840088,0.7014296054840088,0.7014296054840088,12,4718
0.5888671875,0.7881231307983398,0.7016574740409851,0.4057636260986328,0.7005515098571777,0.7038733959197998,0.708354115486145,13,5081
0.65185546875,0.8085899353027344,0.7127071619033813,0.42144089937210083,0.7071197032928467,0.7094330191612244,0.7230609059333801,14,5444
1.0361328125,0.788306474685669,0.6132596731185913,0.23986077308654785,0.5739171504974365,0.6221285462379456,0.7046478390693665,15,5807
0.67724609375,0.7803030014038086,0.7071823477745056,0.41194140911102295,0.704876184463501,0.7052785754203796,0.7097902297973633,16,6170
0.86279296875,0.7531769275665283,0.6740331649780273,0.35014909505844116,0.6733951568603516,0.6757698059082031,0.6780321598052979,17,6533
1.009765625,0.7360703945159912,0.6685082912445068,0.33933568000793457,0.6676867008209229,0.6703934669494629,0.6730577945709229,18,6896
1.564453125,0.6642228364944458,0.5524861812591553,0.08784914016723633,0.48854005336761475,0.5431329607963562,0.5800817012786865,19,7259
1.4111328125,0.7264784574508667,0.6408839821815491,0.2905385494232178,0.6243255138397217,0.6471773982048035,0.683893084526062,20,7622
1.4755859375,0.7314271926879883,0.6685082912445068,0.33610469102859497,0.6680117845535278,0.6679496765136719,0.6682374477386475,21,7985
1.609375,0.715237021446228,0.6740331649780273,0.34375959634780884,0.6681994795799255,0.6708822250366211,0.6809653043746948,22,8348
